Позывной,Гос. номер,Расстояние,Стоимость,Наличными,Безнал,Подача,Маршрут,Статус,Тип оплаты,Зачисление,Оценка
184596,AE1268OX,25.80,219.00,219.00,0.00,17-05-2021 14:13,"Ромоданова улица, 3  - Мудрого Ярослава улица (Бровары), 4 ",Выполнен,Оплата наличными,Оплата наличными,5
74715,AE8901OT,2.98,110.00,110.00,0.00,17-05-2021 13:44,"Железнодорожный вокзал Центральный  - Прорезная улица, 23А ",Выполнен,Оплата наличными,Оплата наличными,5
198700,BH9134OH,11.29,191.00,191.00,0.00,17-05-2021 13:26,"Михайловская улица, 19  - Усенко Павла улица, 8 ",Выполнен,Оплата наличными,Оплата наличными,5
183904,AE0694PA,12.55,150.00,150.00,0.00,17-05-2021 13:18,"Ресторан Чайхона Базар (ул. Гната Юры, 6Г)  - Голосеевский проспект, 42 ",Выполнен,Оплата наличными,Оплата наличными,5
74715,AE8901OT,1.40,70.00,70.00,0.00,17-05-2021 13:09,"Супермаркет Kerama Marazzi (Липковского ул. 16А)  - Гостиница Дипломат (ул. Жилянская, 59) ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,20.31,216.00,0.00,216.00,17-05-2021 13:07,"Глушкова Академика проспект, 42В  - Фрометовская улица, 2  - Гостиница Турист (ул. Раисы Окипной, 2) ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,23.60,185.00,185.00,0.00,17-05-2021 11:51,"Закревского Николая улица, 49А  - Глушкова Академика проспект, 22 ",Выполнен,Оплата наличными,Оплата наличными,5
74715,AE8901OT,12.01,188.00,0.00,188.00,17-05-2021 11:47,"Жулянская улица (Крюковщина), 1Д  - Липковского улица, 1 ",Выполнен,Безналичная оплата,На баланс,5
75119,AE3864MC,6.96,85.00,0.00,85.00,17-05-2021 11:35,"Лысенко улица, 6  - Кошевого Олега улица, 2Б ",Выполнен,Безналичная оплата,На баланс,4
191232,AE1173OX,9.43,89.00,0.00,89.00,17-05-2021 11:24,"Метро Почайная (Территория минимальных цен)  - Киностудия Фильм, Film.ua (ул. Закревского Николая, 22) ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,15.16,149.00,149.00,0.00,17-05-2021 11:00,"Запорожца Петра улица, 11А  - Богатырская улица, 30К5 ",Выполнен,Оплата наличными,Оплата наличными,5
75119,AE3864MC,14.42,214.00,0.00,214.00,17-05-2021 10:25,"Zhytnia street (Sofiivska Borschahivka), 17  - Институт травмотологии и ортопедии (Бульварно-Кудрявская ул. 27) ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,14.81,170.00,0.00,170.00,17-05-2021 10:23,"Энтузиастов улица, 17  - Степана Бандеры проспект, 23 ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,21.12,250.00,250.00,0.00,17-05-2021 09:29,"Компания Teeshirts (Победы просп. 118)  - Перова бульвар, 15 ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,15.70,264.00,0.00,264.00,17-05-2021 09:17,"Відрадний проспект, 2  - ТЦ Сильвер Бриз, Silver Breeze (просп. Тычины Павла, 1В) ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,13.03,243.00,243.00,0.00,17-05-2021 07:44,"Mashynobudivna street, 50А  - McDonald's (Vokzalna square, 2)  - Nizhynska street, 12 ",Выполнен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,34.21,372.00,372.00,0.00,17-05-2021 07:40,"Везувио-пицца (Шевченко Тараса бульвар, 2)  - Airport Boryspil, Terminal D ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,3.32,100.00,100.00,0.00,17-05-2021 07:25,"Подвойського вулиця, 11  - Перемоги проспект, 55А ",Выполнен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,4.52,103.00,103.00,0.00,17-05-2021 06:29,"Ильенко Юрия улица, 12  - МакДональдс (пл. Вокзальная, 2) ",Выполнен,Оплата наличными,Оплата наличными,1
82131,AE0439OM,7.15,166.00,0.00,166.00,17-05-2021 05:20,"Вокзальная площадь, 1  - Украинская улица, 1/3 ",Выполнен,Безналичная оплата,На баланс,
82131,AE0439OM,3.76,82.00,0.00,82.00,17-05-2021 04:59,"Госпітальна вулиця, 2  - Yaroslaviv Val street, 30А ",Выполнен,Безналичная оплата,На баланс,
183904,AE0694PA,34.72,305.00,0.00,305.00,17-05-2021 04:37,"Больничная улица (Боярка), 9  - Леси Украинки улица (Вишневое), 21  - Тимошенко Маршала улица, 3В ",Выполнен,Безналичная оплата,На баланс,5
82131,AE0439OM,4.69,98.00,98.00,0.00,17-05-2021 04:12,"Vokzalna square, 1  - Генерала Алмазова вулиця, 14 ",Выполнен,Оплата наличными,Оплата наличными,
76916,AE3866MC,4.45,58.00,0.00,58.00,17-05-2021 03:43,"Парково-Сырецкая улица, 4А  - Метро Святошин (под мостом) ",Выполнен,Безналичная оплата,На баланс,5
183904,AE0694PA,17.99,163.00,0.00,163.00,17-05-2021 03:36,"Сагайдачного Петра улица, 15  - Доковская улица (Коцюбинское), 10К3 ",Выполнен,Безналичная оплата,На баланс,5
175770,AE3158OX,15.05,130.00,130.00,0.00,17-05-2021 03:29,"Ресторан Индиго (ул. Кудряшова, 3)  - Перова бульвар, 15В ",Выполнен,Оплата наличными,Оплата наличными,5
76916,AE3866MC,19.46,171.00,171.00,0.00,17-05-2021 03:03,"Малоземельная улица, 20  - Клуб Форсаж (ул. Гарматная, 51А) ",Выполнен,Оплата наличными,Оплата наличными,5
82131,AE0439OM17-05-2021 03:00,"Demiivska street, 13  - Airport Boryspil, Terminal D ",Отменен,Безналичная оплата,На баланс,
100283,AE0428OM,5.39,93.00,0.00,93.00,17-05-2021 02:46,"Контрактовая площадь, 10  - Коновальца Евгения улица, 21 ",Выполнен,Безналичная оплата,На баланс,5
82131,AE0439OM,3.88,86.00,86.00,0.00,17-05-2021 02:35,"Ресторан Guru Coffee (Контрактовая площадь, 3)  - Коперника вулиця, 3 ",Выполнен,Оплата наличными,Оплата наличными,3
185571,AE1267OX,7.23,75.00,75.00,0.00,17-05-2021 02:34,"Потехина Полковника улица, 14  - Рынок Столичный овощной (Кольцевая дорога, 110А) ",Выполнен,Оплата наличными,Оплата наличными,
175770,AE3158OX,11.62,102.00,102.00,0.00,17-05-2021 02:26,"Луценко Дмитра улица, 8  - Борщагівська вулиця, 148 ",Выполнен,Оплата наличными,Оплата наличными,5
185571,AE1267OX,4.49,58.00,58.00,0.00,17-05-2021 02:11,"Васильковская улица, 47/3  - Блакитного улица, 8 ",Выполнен,Оплата наличными,Оплата наличными,
183901,AE1269OX,12.22,139.00,139.00,0.00,17-05-2021 01:48,"ЭКО Маркет (ул. Коновальца Евгения, 15)  - Тютюнника вулиця, 5Б  - Гагаріна Юрія проспект, 13 ",Выполнен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,5.31,102.00,102.00,0.00,17-05-2021 01:46,"Ігорівська вулиця, 7  - Ресторан Квінз Паб, Queen's Pub (вул. Антоновича, 3)  - Кафе Бутік (вул. Саксаганського, 102) ",Выполнен,Оплата наличными,Оплата наличными,
100283,AE0428OM,42.19,326.00,326.00,0.00,17-05-2021 01:33,"Паркинг 3 этаж (Борисполь, Терминал Д)  - Сковороды Григория улица, 3  - Попова Александра улица, 14 ",Выполнен,Оплата наличными,Оплата наличными,5
183901,AE1269OX,31.80,282.00,0.00,282.00,17-05-2021 01:17,"Parking 3 level (Boryspil, Terminal D)  - Коновальца Евгения улица, 3 ",Выполнен,Безналичная оплата,На баланс,5
175770,AE3158OX,7.34,150.00,150.00,0.00,17-05-2021 01:06,"ЭКО Маркет (ул. Коновальца Евгения, 15)  - Гостиница Алфавито, Alfavito (ул. Предславинская, 35Д)  - Антоновича Владимира улица, 37/13  - Голосеевский проспект, 68 ",Выполнен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,6.52,134.00,134.00,0.00,17-05-2021 01:02,"Речной вокзал (Почтовая площадь, 3)  - Омеляновича-Павленко улица, 15 ",Выполнен,Оплата наличными,Оплата наличными,3
185571,AE1267OX,3.44,64.00,64.00,0.00,17-05-2021 00:54,"Богдана Хмельницкого улица (Хотов), 47  - Тараса Шевченко улица (Хотов), 11  - Богдана Хмельницкого улица (Хотов), 47 ",Выполнен,Оплата наличными,Оплата наличными,
